17,1,0,Infinity,1
18,3,2,Infinity,1
2,1,0,Infinity,0
9,4,0,Infinity,1
23,10,3,Infinity,1
2,6,1,Infinity,0
10,2,0,NaN,1
3,2,3,Infinity,1
4,5,1,Infinity,0
5,7,0,NaN,1
3,2,0,NaN,1
